Branch,Semester,Subject Name,Syllabus PDF Link
Mechanical Engineering,First Year First Semester,311302-BASIC MATHEMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311302-BASIC_210923MATHEMATICS.pdf
Mechanical Engineering,First Year First Semester,311305-BASIC SCIENCE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311305-BASIC_210923SCIENCE.pdf
Mechanical Engineering,First Year First Semester,311303-COMMUNICATION SKILLS (ENGLISH),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311303-COMMUNICATION_210923SKILLS_210923(ENGLISH).pdf
Mechanical Engineering,First Year First Semester,311006-ENGINEERING GRAPHICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311006-ENGINEERING_210923GRAPHICS.pdf
Mechanical Engineering,First Year First Semester,311005-ENGINEERING WORKSHOP PRACTICE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311005-ENGINEERING_210923WORKSHOP_210923PRACTICES.pdf
Mechanical Engineering,First Year First Semester,311001-FUNDAMENTALS OF ICT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311001-FUNDAMENTALS_210923OF_210923ICT.pdf
Mechanical Engineering,First Year First Semester,311003-YOGA AND MEDITATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311003-YOGA_210923AND_210923MEDITATION.pdf
Mechanical Engineering,First Year Second Semester,312002-PROFESSIONAL COMMUNICATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312002-PROFESSIONAL_COMMUNICATION_271223.pdf
Mechanical Engineering,First Year Second Semester,312003-SOCIAL AND LIFE SKILLS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312003-SOCIAL_AND_LIFE_SKILLS_271223.pdf
Mechanical Engineering,First Year Second Semester,312301-APPLIED MATHEMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312301-APPLIED_MATHEMATICS_271223.pdf
Mechanical Engineering,First Year Second Semester,312308-APPLIED SCIENCE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312308-APPLIED_SCIENCE_271223.pdf
Mechanical Engineering,First Year Second Semester,312311-ENGINEERING DRAWING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312311-ENGINEERING_DRAWING_271223.pdf
Mechanical Engineering,First Year Second Semester,312312-ENGINEERING MECHANICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312312-ENGINEERING_MECHANICS_271223.pdf
Mechanical Engineering,First Year Second Semester,312313-MANUFACTURING TECHNOLOGY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312313-MANUFACTURING_TECHNOLOGY_271223.pdf
Mechanical Engineering,Second Year Third Semester,313308 - STRENGTH OF MATERIALS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313308-STRENGTH_OF_MATERIALS_030724.pdf
Mechanical Engineering,Second Year Third Semester,313309 - FLUID MECHANICS AND MACHINERY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313309-FLUID_MECHANICS_AND_MACHINERY_030724.pdf
Mechanical Engineering,Second Year Third Semester,313310 - THERMAL ENGINEERING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313310-THERMAL_ENGINEERING_030724.pdf
Mechanical Engineering,Second Year Third Semester,313311 - PRODUCTION DRAWING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313311-PRODUCTION_DRAWING_030724.pdf
Mechanical Engineering,Second Year Third Semester,312020 - BASIC ELECTRICAL AND ELECTRONICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312020-BASIC_ELECTRICAL_AND_ELECTRONICS_030724.pdf
Mechanical Engineering,Second Year Third Semester,313002 - ESSENCE OF INDIAN CONSTITUTION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313002-ESSENCE_OF_INDIAN_CONSTITUTION_030724.pdf
Mechanical Engineering,Second Year Third Semester,313006 - COMPUTER AIDED DRAFTING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313006-COMPUTER_AIDED_DRAFTING_030724.pdf
Mechanical Engineering,Second Year Third Semester,313007 - FUNDAMENTALS OF PYTHON PROGRAMMING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313007-FUNDAMENTALS_OF_PYTHON_PROGRAMMING_030724.pdf
Mechanical Engineering,Second Year Fourth Semester,314301 - ENVIRONMENTAL EDUCATION AND SUSTAINABILITY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314301-ENVIRONMENTAL_EDUCATION_AND_SUSTAINABILITY_291124.pdf
Mechanical Engineering,Second Year Fourth Semester,313313 - THEORY OF MACHINES,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313313-THEORY_OF_MACHINES_291124.pdf
Mechanical Engineering,Second Year Fourth Semester,313316 - METROLOGY AND MEASUREMENT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313316-METROLOGY_AND_MEASUREMENT_291124.pdf
Mechanical Engineering,Second Year Fourth Semester,313317 - MECHANICAL ENGINEERING MATERIALS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313317-MECHANICAL_ENGINEERING_MATERIALS_291124.pdf
Mechanical Engineering,Second Year Fourth Semester,314340 - PRODUCTION PROCESSES,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314340-PRODUCTION_PROCESSES_291124.pdf
Mechanical Engineering,Second Year Fourth Semester,314014 - ENTREPRENEURSHIP DEVELOPMENT AND STARTUPS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314014-ENTREPRENEURSHIP_DEVELOPMENT_AND_STARTUPS_291124.pdf
Mechanical Engineering,Second Year Fourth Semester,314017 - BASICS OF MECHATRONICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314017-BASICS_OF_MECHATRONICS_291124.pdf
Mechanical Engineering,Second Year Fourth Semester,314018 - CNC PROGRAMMING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314018-CNC_PROGRAMMING_291124.pdf
Mechanical Engineering,Third Year Fifth Semester,315363 - EMERGING TRENDS IN MECHANICAL ENGINEERING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315363-EMERGING_TRENDS_IN_MECHANICAL_ENGINEERING_230625.pdf
Mechanical Engineering,Third Year Fifth Semester,315371 - POWER ENGINEERING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315374-POWER_PLANT_ENGINEERING_230625.pdf
Mechanical Engineering,Third Year Fifth Semester,315372 - AUTOMOBILE ENGINEERING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315372-_AUTOMOBILE_ENGINEERING_230625.pdf
Mechanical Engineering,Third Year Fifth Semester,315003 - SEMINAR AND PROJECT INITIATION COURSE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315003-SEMINAR_AND_PROJECT_INITIATION_COURSE_230625.pdf
Mechanical Engineering,Third Year Fifth Semester,315004 - INTERNSHIP (12 WEEKS),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315004-INTERNSHIP12_WEEKS_230625.pdf
Mechanical Engineering,Third Year Fifth Semester,315367 - PRODUCT DESIGN AND DEVELOPMENT (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315367-PRODUCT_DESIGN_AND_DEVELOPMENT_230625.pdf
Mechanical Engineering,Third Year Fifth Semester,315373 - HEATING VENTILATION AIR CONDITIONING (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315373-HEATING_VENTILATION_AIR_CONDITIONING_230625.pdf
Mechanical Engineering,Third Year Fifth Semester,315374 - POWER PLANT ENGINEERING (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315371-POWER_ENGINEERING_230625.pdf
Mechanical Engineering,Third Year Sixth Semester,315301 - MANAGEMENT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315301-MANAGEMENT_120925.pdf
Mechanical Engineering,Third Year Sixth Semester,316357 - DESIGN OF MACHINE ELEMENTS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316357-DESIGN_OF_MACHINE_ELEMENTS_120925.pdf
Mechanical Engineering,Third Year Sixth Semester,316362 - INDUSTRIAL ENGINEERING AND QUALITY CONTROL,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316362-INDUSTRIAL_ENGINEERING_AND_QUALITY_CONTROL_120925.pdf
Mechanical Engineering,Third Year Sixth Semester,316363 - INDUSTRIAL HYDRAULICS AND PNEUMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316363-INDUSTRIAL_HYDRAULICS_AND_PNEUMATICS_120925.pdf
Mechanical Engineering,Third Year Sixth Semester,316013 - 3D MODELLING AND ADDITIVE MANUFACTURING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316013-3D_MODELLING_AND_ADDITIVE_MANUFACTURING_120925.pdf
Mechanical Engineering,Third Year Sixth Semester,316004 - CAPSTONE PROJECT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316004-CAPSTONE_PROJECT_120925.pdf
